,lat,lon
513,12.9752074,77.6028114
514,12.974503,77.6054637
515,12.9707614,77.607406
516,12.9747969,77.6052386
517,12.9802977,77.6047707
518,12.8865339,77.5819949
519,12.9725555,77.6266554
520,13.0282258,77.5730112
521,12.8920259,77.5791107
522,12.8908929,77.5819348
523,12.8872845,77.5821065
524,12.9255152,77.6370763
525,12.8960869,77.5860483
526,12.9737798,77.6028823
527,12.9754042,77.6027775
528,12.9752422,77.6470259
529,12.9590436,77.5248426
530,12.9829855,77.5486383
531,12.8827217,77.5466274
532,12.92545,77.5768905
533,12.9869399,77.7359602
534,13.0005858,77.6148025
535,13.0594414,77.5928689
536,12.8943291,77.5818071
537,12.9867912,77.5794891
538,12.9491655,77.5798273
539,12.9557291,77.7251867
540,13.0304259,77.569741
541,13.0305385,77.5698806
542,12.9253052,77.6698803
543,12.9336327,77.5343127
544,12.9788091,77.5750078
545,13.0116833,77.5553912
546,13.0112946,77.555394
547,13.0106616,77.5553953
548,12.9364824,77.62744
549,12.8883745,77.5820587
550,12.891182,77.5816478
551,13.0304891,77.6081971
552,12.933447,77.6219099
553,12.9274299,77.5782051
554,12.9655328,77.6055915
555,12.9832977,77.7215053
556,12.8920876,77.5817631
557,12.978669,77.6440415
558,12.9792825,77.640634
559,13.0145004,77.635717
560,12.9608966,77.5075094
561,12.8893056,77.5817421
562,12.991114,77.5407958
563,12.9985485,77.5840303
564,12.9955047,77.6081944
565,12.8846171,77.5961943
566,12.9461645,77.5734435
567,12.9758817,77.5786471
568,12.9787433,77.6955214
569,12.9843055,77.5537764
570,12.9972788,77.5466831
571,12.9977544,77.5472561
572,13.0293289,77.5617382
573,12.9973524,77.5476248
574,13.0057592,77.5804279
575,13.028009,77.5728764
576,13.0281424,77.5733461
577,13.0273348,77.5765728
578,13.032401,77.5669086
579,12.9618402,77.7018535
580,12.9626081,77.7014948
581,12.9621049,77.7014185
582,12.9593414,77.7017722
583,12.9605015,77.7016821
584,12.9651619,77.7017201
585,12.9567268,77.7017644
586,12.965205,77.7017287
587,12.9616598,77.70186
588,12.8766254,77.5958823
589,12.8762432,77.5957831
590,12.8759927,77.5960602
591,12.8762457,77.5955916
592,12.9274214,77.5771125
593,12.9751724,77.6044847
594,13.0724465,77.556674
595,13.0753507,77.5580493
596,13.0757648,77.5582233
597,13.0720739,77.5561694
598,12.9055105,77.595119
599,12.9056098,77.595119
600,12.9064308,77.5968652
601,12.9061458,77.5968786
602,12.9117616,77.5990109
603,12.9004538,77.5859289
604,12.8982417,77.6178957
605,12.9031858,77.6245476
606,12.9112592,77.6259903
607,13.0229372,77.5848295
608,12.9941909,77.6606796
609,12.9928446,77.6612169
610,12.9931243,77.6618587
611,12.9607284,77.5284077
612,12.9728225,77.537934
613,12.9728818,77.5400131
614,12.9727493,77.5389814
615,13.0118346,77.5553934
616,13.0114881,77.5553553
617,12.9822576,77.6083858
618,12.8918378,77.5795358
619,12.9557871,77.7117491
620,12.9546737,77.7152773
621,12.9787017,77.5742352
622,12.9737304,77.543367
623,12.9606895,77.5287669
624,12.9984652,77.5509118
625,12.9305918,77.6229717
626,12.9690389,77.6481056
627,12.8985744,77.6217071
628,12.9557265,77.725117
629,13.0208639,77.7655083
630,12.9655171,77.5949458
631,12.968843,77.5970426
632,12.9790476,77.5935254
633,12.9647792,77.7177517
634,12.9584304,77.7187745
635,12.9589351,77.7220794
636,12.956305,77.7199388
637,13.053347,77.5980418
638,12.9870223,77.7359581
639,12.987086,77.7369762
640,12.8899711,77.6398117
641,12.8864315,77.5822396
642,12.8922631,77.5814764
643,13.0217627,77.6577043
644,12.927382,77.5764857
645,13.0020277,77.5707457
646,12.9237751,77.5969146
647,12.9302771,77.5831394
648,13.0365333,77.5896202
649,12.9274105,77.5861512
650,12.9218455,77.5854901
651,12.9667754,77.7512305
652,13.0267368,77.5871118
653,13.0279465,77.5734212
654,12.9210453,77.5835608
655,12.9199404,77.5835609
656,12.9569985,77.7032975
657,12.9250286,77.6143616
658,12.9584423,77.6607093
659,12.9308439,77.6226408
660,13.0273425,77.5716941
661,12.9344918,77.6160061
662,12.9699347,77.5919863
663,13.0933876,77.6007265
664,12.8911903,77.5981332
665,12.9818715,77.6094935
666,12.9662803,77.5944252
667,12.9835135,77.7520657
668,13.0271757,77.5718124
669,13.0282886,77.5714981
670,12.9714443,77.6350673
671,12.9117776,77.6006489
672,12.9171114,77.6337407
673,12.9185419,77.6320535
674,12.9151537,77.6355492
675,12.914592,77.6367272
676,12.9165146,77.6355216
677,13.0169921,77.5914678
678,13.0174262,77.5916716
679,13.0168458,77.591398
680,12.9165353,77.5970494
681,12.9162385,77.5970407
682,12.9166518,77.5967457
683,12.9158974,77.5967626
684,12.9136768,77.5859029
685,12.9123213,77.5855908
686,12.9757643,77.602601
687,12.891268,77.5816626
688,12.8922835,77.5982384
689,12.8896174,77.5819966
690,12.9088477,77.5486338
691,12.9111406,77.567002
692,12.9048653,77.5657348
693,12.983624,77.769089
694,12.9266584,77.5199911
695,12.9192683,77.5204457
696,12.9363204,77.6222034
697,12.956002,77.6416096
698,12.9061288,77.593146
699,12.8885816,77.5970487
700,12.8897004,77.5974903
701,12.890105,77.5976831
702,12.8912856,77.5986285
703,12.8897164,77.5975027
704,12.8889168,77.5976309
705,12.8895058,77.5974312
706,12.8911562,77.5985739
707,12.890143,77.5976943
708,12.8922596,77.5983606
